Time / s	
1852.8	0.137525
1853.2	0.137386
1853.6	0.137494
1854	0.137402
1854.4	0.137401
1854.8	0.137336
1855.2	0.137301
1855.6	0.137338
1856	0.137306
1856.4	0.137292
1856.8	0.137289
